Booking #,Sex,Race,Age,Book Date,Unnamed: 5,Release Date,Length of Stay,County Code,Release Authority,Offense Code,Offense Description,Unnamed: 12,Unnamed: 13
2025-01574,M,W,43,6/17/2025  12:45:00 PM,,6/24/2025  5:03:00 PM,7.18,65,BOND,LIC6809M1,TRAFFIC - LICENSE REVOKED - DRIVING WHILE (FIRST OFFENSE),,
2025-01575,M,B,49,6/17/2025  12:37:00 PM,,6/17/2025  8:10:00 PM,1.0,137,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01576,M,W,59,6/17/2025  2:03:00 PM,,7/17/2025  8:00:00 AM,29.75,109,SENTENCE SERVED,DWI5444M1,TRAFFIC - DRIVING WHILE INTOXICATED - FIRST - LEVEL > .20,,
2025-01577,M,B,55,6/17/2025  3:18:00 PM,,11/17/2025  8:00:00 AM,152.7,109,SENTENCE SERVED,WPN5297F6,"WEAPONS CONVICTED FELON (NON-VIOLENT) POSSESS/TRANSPORT FIREARM, TASER, ETC.",,
2025-01578,M,W,45,6/17/2025  3:20:00 PM,,6/18/2025  2:37:00 AM,1.0,65,BOND,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-01579,F,W,45,6/17/2025  3:25:00 PM,,6/20/2025  7:33:00 AM,2.67,65,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01580,M,W,50,6/18/2025  12:05:00 AM,,9/5/2025  3:38:00 PM,79.65,109,SENTENCE SERVED,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-01581,M,W,32,6/17/2025  3:03:00 PM,,6/19/2025  5:29:00 PM,2.1,109,HOSPITAL/TREATMENT,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-01582,M,W,41,6/18/2025  9:25:00 AM,,,196.61,47,,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01583,M,W,66,6/18/2025  9:25:00 AM,,7/31/2025  10:10:00 AM,43.03,113,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01584,M,W,36,6/18/2025  10:46:00 AM,,6/20/2025  7:33:00 AM,1.87,65,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01585,F,W,59,6/18/2025  10:46:00 AM,,6/20/2025  7:33:00 AM,1.87,65,JUDGE,HIT6608F5,"TRAFFIC - HIT AND RUN, ACCIDENT REPORTS VICTIM INJURED - DRIVER FAILS TO STOP, REPORT OR ASSIST",,
2025-01586,M,W,48,6/18/2025  10:46:00 AM,,6/20/2025  7:33:00 AM,1.87,65,JUDGE,ASL1334F3,ASSAULT STAB - CUT - WOUND WITH MALICIOUS INTENT,,
2025-01587,M,W,69,6/18/2025  10:59:00 AM,,,196.54,137,,SOR3657F6,SEX OFFENDER REGISTRY VIOLENT OFFENDER - FAIL TO REGISTER OR PROVIDE FALSE INFO.,,
2025-01588,M,B,37,6/18/2025  12:07:00 PM,,7/1/2025  2:30:00 PM,13.1,109,JUDGE,NAR3022F5,NARCOTICS POSSESSION,,
2025-01589,F,W,40,6/18/2025  12:57:00 PM,,6/18/2025  1:26:00 PM,1.0,177,JUDGE,FTA5020M1,FAILURE TO APPEAR FAIL TO APPEAR IN COURT FOR MISDEMEANOR OFFENSE,,
2025-01590,M,W,42,6/18/2025  2:31:00 PM,,8/26/2025  12:33:00 PM,68.92,540,JUDGE,ASL1347F6,ASL-STRANGULATION RESULTING IN WOUNDING OR BODILY INJURY,,
2025-01591,F,W,39,6/18/2025  3:10:00 PM,,6/20/2025  7:33:00 AM,1.68,65,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01592,M,W,59,6/18/2025  3:33:00 PM,,6/20/2025  9:45:00 AM,1.76,65,PURGE,CON9022M1,CON-FAIL TO COMPLY WITH ORDER OR DECREE - DIVORCE,,
2025-01593,M,W,32,6/19/2025  5:30:00 PM,,6/21/2025  9:03:00 AM,1.65,109,HOSPITAL/TREATMENT,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-01594,M,W,27,6/19/2025  6:44:00 PM,,,195.22,137,,OBS3690F5,"OBS-PROPOSE SEX ACT BY COMMUNICATION SYS. AGE 15+, OFFENDER 7+ YR.",,
2025-01595,F,W,60,6/19/2025  7:59:00 PM,,6/19/2025  9:31:00 PM,1.0,109,BOND,TEL3245M1,TELEPHONE ABUSIVE - PROFANE - THREATENING CALLS ON PHONE - C.B. RADIO,,
2025-01596,M,W,28,6/20/2025  9:44:00 AM,,7/21/2025  7:21:00 PM,31.4,47,SENTENCE SERVED,NAR3022F5,NARCOTICS POSSESSION,,
2025-01597,M,W,49,6/20/2025  9:44:00 AM,,12/27/2025  8:00:00 AM,189.93,47,SENTENCE SERVED,NAR3022F5,NARCOTICS POSSESSION,,
2025-01598,M,W,64,6/20/2025  9:44:00 AM,,7/16/2025  1:18:00 PM,26.15,47,JUDGE,NAR3022F5,NARCOTICS POSSESSION,,
2025-01599,M,W,34,6/20/2025  9:44:00 AM,,7/29/2025  8:00:00 AM,38.93,47,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01600,M,W,32,6/20/2025  9:44:00 AM,,11/3/2025  8:50:00 AM,135.96,47,JUDGE,ASL1334F3,ASSAULT STAB - CUT - WOUND WITH MALICIOUS INTENT,,
2025-01601,M,W,33,6/20/2025  9:44:00 AM,,7/1/2025  2:30:00 PM,11.2,47,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01602,M,B,54,6/20/2025  9:44:00 AM,,8/29/2025  8:00:00 AM,69.93,47,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01603,M,B,46,6/20/2025  9:44:00 AM,,8/21/2025  4:05:00 PM,62.26,47,SENTENCE SERVED,NAR3022F5,NARCOTICS POSSESSION,,
2025-01604,M,B,47,6/20/2025  9:44:00 AM,,8/7/2025  8:00:00 AM,47.93,47,JUDGE,FRD2509F6,IDENTITY FRAUD-FINANCIAL LOS >=$1000,,
2025-01605,F,W,39,6/20/2025  12:42:00 PM,,,194.47,137,,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01606,M,W,30,6/20/2025  1:06:00 PM,,11/6/2025  6:45:00 AM,138.74,137,DOC,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01607,M,W,38,6/20/2025  12:58:00 PM,,10/9/2025  5:29:00 AM,110.69,109,DOC,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01608,M,W,27,6/20/2025  12:42:00 PM,,6/21/2025  2:07:00 PM,1.06,79,BOND,TRS5709M1,TRESPASS AFTER BEING FORBIDDEN TO DO SO,,
2025-01609,M,W,27,6/20/2025  6:00:00 PM,,6/20/2025  6:01:00 PM,1.0,65,SENTENCE SERVED,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-01610,M,B,63,6/20/2025  6:00:00 PM,,6/22/2025  6:00:00 PM,2.0,137,SENTENCE SERVED,DWI5443M1,TRAFFIC - DRIVING WHILE INTOXICATED - FIRST - LEVEL.15 TO .20,,
2025-01611,M,W,39,7/4/2025  7:00:00 PM,,7/5/2025  7:00:00 PM,1.0,65,SENTENCE SERVED,DWI5407M1,TRAFFIC - DRIVING WHILE INTOXICATED DRIVING ON SUSPENDED LICENSE AFTER DWI CONVICTION,,
2025-01612,M,W,31,7/4/2025  7:00:00 PM,,7/5/2025  7:00:00 PM,1.0,65,SENTENCE SERVED,LIC6808M2,TRAFFIC - OPERATOR'S LICENSE DRIVE WITHOUT A LICENSE,,
2025-01613,M,B,64,6/20/2025  7:00:00 PM,,6/21/2025  7:00:00 PM,1.0,65,SENTENCE SERVED,LAR2366M1,LARCENY LESS THAN $1000 NOT FROM PERSON,,
2025-01614,F,B,18,6/21/2025  12:48:00 AM,,6/23/2025  12:25:00 PM,2.48,47,BOND,LAR2412F6,"UNAUTHORIZED USE OF ANIMAL, AUTO, BOAT WORTH $1000 OR MORE",,
2025-01615,M,W,19,6/21/2025  4:22:00 AM,,6/21/2025  9:45:00 PM,1.0,109,BOND,ALC4165M1,ALCOHOL PURCHASE OR POSSESSION BY PERSON LESS THAN AGE 21,,
2025-01616,M,B,39,6/21/2025  7:35:00 AM,,6/23/2025  9:03:00 AM,2.06,800,JUDGE,SOR3660F5,"SOR-VIOLENT SEX OFFENDER,FAIL TO REGISTER ETC.,2ND SUBSEQUENT",,
2025-01617,M,B,29,6/19/2025  6:00:00 PM,,6/30/2025  8:00:00 AM,10.58,79,SENTENCE SERVED,DWI5444M1,TRAFFIC - DRIVING WHILE INTOXICATED - FIRST - LEVEL > .20,,
2025-01618,M,W,43,6/21/2025  12:59:00 PM,,7/21/2025  8:00:00 AM,29.79,113,SENTENCE SERVED,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-01619,M,W,29,6/21/2025  9:07:00 AM,,10/1/2025  3:22:00 PM,102.26,65,BOND,ASL1347F6,ASL-STRANGULATION RESULTING IN WOUNDING OR BODILY INJURY,,
2025-01620,F,W,29,6/21/2025  10:45:00 PM,,6/22/2025  8:30:00 AM,1.0,113,BOND,OBS3712M4,"DRUNK IN PUBLIC, INTOX. FROM DRUG",,
2025-01621,M,W,32,6/21/2025  9:04:00 AM,,6/25/2025  12:38:00 PM,4.15,109,HOSPITAL/TREATMENT,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-01622,M,W,43,6/22/2025  1:14:00 AM,,6/23/2025  10:44:00 AM,1.4,177,JUDGE,HIT6604F5,HIT-DAMAGE TO ATTENDED PROPERTY-DRIVER FAILS TO REPORT$1000,,
2025-01623,M,W,18,6/22/2025  1:45:00 AM,,6/22/2025  4:01:00 PM,1.0,109,BOND,ALC4165M1,ALCOHOL PURCHASE OR POSSESSION BY PERSON LESS THAN AGE 21,,
2025-01624,M,B,32,6/22/2025  4:05:00 AM,,6/22/2025  4:01:00 PM,1.0,79,BOND,DWI5476S9,"DWI - 2ND CONVICTION W/5-10YRS,BLOOD ALCOHOL LEVEL .15>.20",,
2025-01625,M,B,33,6/20/2025  6:00:00 PM,,7/30/2025  8:00:00 AM,39.58,109,SENTENCE SERVED,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-01626,M,W,64,6/22/2025  7:40:00 PM,,6/23/2025  3:31:00 PM,1.0,137,BOND,OBS3712M4,"DRUNK IN PUBLIC, INTOX. FROM DRUG",,
2025-01627,M,B,61,6/22/2025  9:25:00 PM,,6/23/2025  9:59:00 AM,1.0,109,BOND,ASL1313M1,ASSAULT SIMPLE ASSAULT,,
2025-01628,M,W,31,6/23/2025  1:05:00 AM,,6/24/2025  7:52:00 PM,1.78,109,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01630,M,W,22,6/23/2025  1:06:00 AM,,7/21/2025  2:45:00 PM,28.57,109,BOND,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-01631,M,W,37,6/23/2025  6:14:00 AM,,9/12/2025  10:08:00 AM,81.16,109,BOND,NAR3022F5,NARCOTICS POSSESSION,,
2025-01632,F,W,28,6/23/2025  8:16:00 AM,,6/23/2025  9:50:00 AM,1.0,47,BOND,NAR3022F5,NARCOTICS POSSESSION,,
2025-01633,M,B,47,6/23/2025  10:11:00 AM,,7/11/2025  4:00:00 PM,18.24,137,PURGE,DES3237M1,DESERTION AND NONSUPPORT FAIL TO COMPLY WITH SUPPORT OBLIGATION - PAYROLL DEDUCTION,,
2025-01634,M,W,28,6/23/2025  12:00:00 PM,,6/23/2025  12:01:00 PM,1.0,109,SENTENCE SERVED,CDI4856M9,"PAROLE, PROBATION, SUPERVISION VIOLATION CDI VIOLATION - MISDEMEANOR",,
2025-01635,M,W,46,6/23/2025  2:33:00 PM,,9/17/2025  5:02:00 PM,86.1,137,JUDGE,DES3237M1,DESERTION AND NONSUPPORT FAIL TO COMPLY WITH SUPPORT OBLIGATION - PAYROLL DEDUCTION,,
2025-01636,M,B,56,6/23/2025  3:35:00 PM,,10/3/2025  2:14:00 PM,101.94,109,JUDGE,SOR3660F5,"SOR-VIOLENT SEX OFFENDER,FAIL TO REGISTER ETC.,2ND SUBSEQUENT",,
2025-01637,F,W,30,6/23/2025  4:27:00 PM,,,191.31,65,,ASL1339F4,PERM MAIMING ANOTHER WHILE DWI,,
2025-01638,M,B,22,6/23/2025  6:00:00 PM,,6/24/2025  7:27:00 AM,1.0,760,DOC,ASL1334F3,ASSAULT STAB - CUT - WOUND WITH MALICIOUS INTENT,,
2025-01639,M,W,54,6/23/2025  8:45:00 PM,,6/23/2025  9:40:00 PM,1.0,109,BOND,FRD2520F5,FRAUD FORGERY,,
2025-01640,M,W,56,6/23/2025  8:45:00 PM,,6/26/2025  1:28:00 AM,2.2,109,HOSPITAL/TREATMENT,ASL1313M1,ASSAULT SIMPLE ASSAULT,,
2025-01641,M,B,31,6/24/2025  3:30:00 AM,,6/27/2025  12:55:00 AM,2.89,137,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01642,F,W,30,6/24/2025  9:12:00 AM,,,190.62,113,,NAR3022F5,NARCOTICS POSSESSION,,
2025-01643,M,W,43,6/24/2025  12:07:00 PM,,6/24/2025  2:20:00 PM,1.0,65,BOND,NAR3022F5,NARCOTICS POSSESSION,,
2025-01644,M,W,19,6/24/2025  6:20:00 PM,,6/30/2025  1:45:00 PM,5.81,65,BOND,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-01645,M,B,28,6/24/2025  8:18:00 PM,,8/11/2025  11:15:00 PM,48.12,47,BOND,BUR2216F9,"BUR-OTHER STRUCTURE W/INTENT TOCOMMIT LARCENY, A&B, ETC.",,
2025-01646,M,W,26,6/25/2025  12:14:00 AM,,8/19/2025  5:04:00 PM,55.7,137,BOND,REC6624F6,TRAFFIC - RECKLESS DRIVING DISREGARD POLICE COMMAND TO STOP - ENDANGERMENT,,
2025-01647,F,W,49,6/25/2025  10:15:00 AM,,7/15/2025  6:43:00 PM,20.35,109,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01648,M,W,25,6/25/2025  12:38:00 PM,,8/22/2025  9:40:00 AM,57.88,47,JUDGE,OBS3689F5,"OBS-PROCURE MINOR FOR PROSTITUTION, SODOMY, PORN BY COMMUNICATION SYSTEM",,
2025-01649,M,W,32,6/25/2025  12:39:00 PM,,6/26/2025  4:11:00 PM,1.15,109,BOND,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-01650,M,W,42,6/25/2025  1:27:00 PM,,,189.44,65,,SEX3643F5,SEX-CHILD UNDER AGE 15,,
2025-01651,M,B,47,6/25/2025  11:20:00 PM,,7/11/2025  2:11:00 PM,15.62,109,JUDGE,LAR2366M1,LARCENY LESS THAN $1000 NOT FROM PERSON,,
2025-01652,F,W,50,6/26/2025  1:40:00 AM,,7/21/2025  3:09:00 PM,25.56,109,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01653,F,W,69,6/26/2025  2:34:00 AM,,6/26/2025  11:11:00 AM,1.0,113,BOND,DWI5443M1,TRAFFIC - DRIVING WHILE INTOXICATED - FIRST - LEVEL.15 TO .20,,
2025-01654,F,W,35,6/26/2025  10:00:00 AM,,6/30/2025  1:50:00 PM,4.16,79,JUDGE,NAR3022F5,NARCOTICS POSSESSION,,
2025-01655,M,W,40,6/26/2025  12:33:00 PM,,8/15/2025  4:09:00 PM,50.15,109,SENTENCE SERVED,TEL3245M1,TELEPHONE ABUSIVE - PROFANE - THREATENING CALLS ON PHONE - C.B. RADIO,,
2025-01656,M,W,76,6/26/2025  12:32:00 PM,,,188.48,65,,RAP1121F9,SEXUAL ASSAULT VICTIM UNDER AGE 13,,
2025-01657,M,W,41,6/26/2025  2:01:00 PM,,7/28/2025  7:56:00 AM,31.75,79,JUDGE,ASL1313M1,ASSAULT SIMPLE ASSAULT,,
2025-01658,F,W,38,6/26/2025  3:28:00 PM,,10/11/2025  8:00:00 AM,106.69,65,SENTENCE SERVED,FAM3805M1,FAMILY OFFENSE CONTRIBUTE TO DELINQUENCY - ABUSE OF CHILD,,
2025-01659,F,W,34,6/26/2025  4:05:00 PM,,7/23/2025  3:45:00 PM,26.99,79,SUSPENDED SENTENCE,LAR2366M1,LARCENY LESS THAN $1000 NOT FROM PERSON,,
2025-01660,M,W,27,6/26/2025  5:25:00 PM,,10/29/2025  9:36:00 AM,124.67,79,JUDGE,FTA5019F6,FAILURE TO APPEAR FAIL TO APPEAR IN COURT FOR FELONY OFFENSE,,
2025-01661,M,W,57,6/26/2025  6:50:00 PM,,7/22/2025  5:24:00 AM,25.44,139,DOC,NAR3038F9,NARCOTICS SELL - POSS. W/INTENT - DISTRIB. ETC.- SUBSEQUENT CONVICTION,,
2025-01662,M,W,53,6/26/2025  6:50:00 PM,,7/29/2025  1:21:00 PM,32.77,139,SENTENCE SERVED,PRT5007M1,PROTECTIVE ORDERS VIOLATION OF A PROTECTIVE ORDER,,
2025-01663,M,W,36,6/26/2025  6:50:00 PM,,8/13/2025  6:50:00 AM,47.5,139,DOC,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01664,M,W,30,6/26/2025  6:50:00 PM,,7/28/2025  4:30:00 PM,31.9,139,JUDGE,KID1010F5,KIDNAPPING ABDUCT BY FORCE WITHOUT JUSTIFICATION,,
2025-01665,F,W,22,6/26/2025  10:21:00 PM,,7/1/2025  2:25:00 PM,4.67,79,HOSPITAL/TREATMENT,NAR3022F5,NARCOTICS POSSESSION,,
2025-01666,M,W,56,6/26/2025  1:29:00 AM,,6/28/2025  6:35:00 PM,2.71,109,HOSPITAL/TREATMENT,ASL1313M1,ASSAULT SIMPLE ASSAULT,,
2025-01667,F,W,25,6/27/2025  3:29:00 AM,,8/7/2025  12:32:00 PM,41.38,109,JUDGE,DES3237M1,DESERTION AND NONSUPPORT FAIL TO COMPLY WITH SUPPORT OBLIGATION - PAYROLL DEDUCTION,,
2025-01668,M,B,40,6/27/2025  9:00:00 AM,,6/27/2025  9:01:00 AM,1.0,65,SENTENCE SERVED,NAR3043F9,NARCOTICS POSSESSION W/INTENT TO SELL - DISTRIBUTE - ETC.,,
2025-01669,M,W,32,6/27/2025  1:00:00 PM,,6/27/2025  1:01:00 PM,1.0,109,SENTENCE SERVED,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-01670,F,W,65,6/27/2025  1:28:00 PM,,6/27/2025  2:42:00 PM,1.0,65,BOND,BND9975S9,BND - VIOLATIONS OF CONDITIONS OF RELEASE,,
2025-01671,M,W,48,6/27/2025  2:43:00 PM,,10/3/2025  8:00:00 AM,97.72,65,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01672,M,W,29,6/27/2025  2:56:00 PM,,9/17/2025  8:00:00 AM,81.71,79,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01673,M,W,29,6/27/2025  2:56:00 PM,,7/1/2025  12:31:00 PM,3.9,680,JUDGE,PRT5007M1,PROTECTIVE ORDERS VIOLATION OF A PROTECTIVE ORDER,,
2025-01674,M,B,61,6/27/2025  3:05:00 PM,,1/7/2026  2:39:00 PM,187.37,109,SENTENCE SERVED,SOR3660F5,"SOR-VIOLENT SEX OFFENDER,FAIL TO REGISTER ETC.,2ND SUBSEQUENT",,
2025-01675,M,W,26,6/27/2025  5:00:00 PM,,6/29/2025  5:00:00 PM,2.0,79,SENTENCE SERVED,REC6648M1,TRAFFIC - RECKLESS DRIVING SPEED OVER 80 MPH,,
2025-01676,M,W,33,6/27/2025  6:08:00 PM,,7/1/2025  9:31:00 AM,3.64,85,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01677,M,B,36,6/27/2025  6:00:00 PM,,6/27/2025  6:01:00 PM,1.0,137,SENTENCE SERVED,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-01678,M,B,37,6/27/2025  6:00:00 PM,,7/2/2025  6:00:00 PM,5.0,137,SENTENCE SERVED,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-01679,M,B,46,7/4/2025  6:00:00 PM,,7/5/2025  6:00:00 PM,1.0,137,SENTENCE SERVED,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-01680,M,W,33,6/28/2025  3:55:00 AM,,6/28/2025  6:50:00 AM,1.0,109,BOND,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-01681,M,W,40,6/28/2025  5:16:00 PM,,6/28/2025  7:00:00 PM,1.0,177,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01682,F,B,23,6/28/2025  8:45:00 PM,,6/29/2025  10:05:00 AM,1.0,109,BOND,OBS3712M4,"DRUNK IN PUBLIC, INTOX. FROM DRUG",,
2025-01683,M,W,56,6/28/2025  6:36:00 PM,,7/11/2025  7:50:00 PM,13.05,109,BOND,ASL1313M1,ASSAULT SIMPLE ASSAULT,,
2025-01684,M,W,66,6/29/2025  5:26:00 PM,,7/1/2025  4:19:00 PM,1.95,109,BOND,PRT5007M1,PROTECTIVE ORDERS VIOLATION OF A PROTECTIVE ORDER,,
2025-01685,M,W,42,6/29/2025  10:24:00 PM,,8/6/2025  2:00:00 PM,37.65,79,JUDGE,TRS5709M1,TRESPASS AFTER BEING FORBIDDEN TO DO SO,,
2025-01686,M,W,30,6/29/2025  10:24:00 PM,,8/22/2025  10:50:00 AM,53.52,79,BOND,VIO5320F6,VIOLENT ACTIVITIES WEARING OF MASKS OR HOODS IN CERTAIN PLACES,,
2025-01687,F,W,45,6/30/2025  12:27:00 AM,,7/23/2025  3:45:00 PM,23.64,79,SENTENCE SERVED,TRS5709M1,TRESPASS AFTER BEING FORBIDDEN TO DO SO,,
2025-01688,M,W,34,6/30/2025  1:50:00 AM,,6/30/2025  4:25:00 AM,1.0,79,BOND,TRS5709M1,TRESPASS AFTER BEING FORBIDDEN TO DO SO,,
2025-01689,M,B,20,6/29/2025  2:01:00 AM,,6/30/2025  12:51:00 PM,1.45,137,HOSPITAL/TREATMENT,ASL1342F6,ASSAULT SIMPLE ASSAULT ON LAW ENFORCEMENT - DOC - FIRE/RESCUE PERSONNEL,,
2025-01690,M,W,56,6/30/2025  10:12:00 AM,,7/10/2025  1:02:00 PM,10.12,137,OUT OF STATE,ARR9986S9,ARRESTS (FOR USE BY STATE POLICE) FELONY ARREST WITHOUT WARRANT,,
2025-01691,M,B,68,6/30/2025  12:18:00 PM,,7/6/2025  12:11:00 AM,5.5,137,BOND,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-01692,F,W,47,6/30/2025  2:29:00 PM,,7/11/2025  6:50:00 PM,11.18,47,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01693,F,B,37,6/30/2025  2:29:00 PM,,7/4/2025  10:30:00 AM,3.83,47,JUDGE,LIC6809M1,TRAFFIC - LICENSE REVOKED - DRIVING WHILE (FIRST OFFENSE),,
2025-01694,M,W,34,6/30/2025  3:25:00 PM,,7/1/2025  7:40:00 AM,1.0,79,JUDGE,NAR3022F5,NARCOTICS POSSESSION,,
2025-01695,M,B,44,6/30/2025  5:18:00 PM,,7/7/2025  2:04:00 PM,6.87,109,JUDGE,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-01696,M,B,20,6/30/2025  12:52:00 PM,,9/25/2025  10:46:00 PM,87.41,137,STATUS CHANGE,ASL1342F6,ASSAULT SIMPLE ASSAULT ON LAW ENFORCEMENT - DOC - FIRE/RESCUE PERSONNEL,,
2025-01697,M,W,32,6/30/2025  9:53:00 PM,,7/1/2025  8:55:00 AM,1.0,3,JUDGE,LAR2302F9,LARCENY $1000 OR MORE WITH INTENT TO SELL OR DISTRIBUTE,,
2025-01698,M,W,29,7/1/2025  5:05:00 AM,,10/12/2025  5:20:00 AM,103.01,47,JUDGE,ASL1342F6,ASSAULT SIMPLE ASSAULT ON LAW ENFORCEMENT - DOC - FIRE/RESCUE PERSONNEL,,
2025-01699,M,B,23,7/1/2025  9:18:00 AM,,11/18/2025  5:15:00 AM,139.83,79,DOC,WPN5296F6,"WEAPONS CONVICTED FELON (VIOLENT) POSSESS/TRANSPORT FIREARM, TASER, ETC.",,
2025-01700,M,W,31,7/1/2025  12:31:00 PM,,7/11/2025  10:54:00 AM,9.93,109,JUDGE,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-01701,F,W,42,7/1/2025  12:31:00 PM,,7/1/2025  2:35:00 PM,1.0,109,HOSPITAL/TREATMENT,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01702,M,B,43,7/1/2025  1:38:00 PM,,8/18/2025  8:00:00 AM,47.77,113,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01703,F,W,22,7/1/2025  2:26:00 PM,,8/21/2025  10:35:00 AM,50.84,79,JUDGE,NAR3022F5,NARCOTICS POSSESSION,,
2025-01704,F,W,44,7/1/2025  6:12:00 PM,,7/1/2025  7:45:00 PM,1.0,65,BOND,FRD2520F5,FRAUD FORGERY,,
2025-01705,F,W,42,7/1/2025  2:36:00 PM,,7/11/2025  5:05:00 PM,10.1,109,HOSPITAL/TREATMENT,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01706,M,B,51,7/1/2025  11:30:00 PM,,7/2/2025  7:38:00 AM,1.0,109,STATUS CHANGE,REC6624F6,TRAFFIC - RECKLESS DRIVING DISREGARD POLICE COMMAND TO STOP - ENDANGERMENT,,
2025-01707,M,B,51,7/2/2025  7:39:00 AM,,7/10/2025  4:26:00 PM,8.37,109,HOSPITAL/TREATMENT,REC6624F6,TRAFFIC - RECKLESS DRIVING DISREGARD POLICE COMMAND TO STOP - ENDANGERMENT,,
